Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-5000-batch-10000	q.hasa	5000	5760	35663	2	1	0.11043591238558292
case-5000-batch-10000	q.hasa	5000	5760	35663	2	2	0.1105087073519826
case-5000-batch-10000	q.hasa	5000	5760	35663	2	3	0.11043970007449389
case-5000-batch-10000	q.hasa	5000	5760	35663	2	4	0.11063951719552279
case-5000-batch-10000	q.hasa	5000	5760	35663	2	5	0.11115838773548603
case-5000-batch-10000	q.hasa	5000	5760	35663	2	6	0.11101110838353634
case-5000-batch-10000	q.hasa	5000	5760	35663	2	7	0.11113911494612694
case-5000-batch-10000	q.hasa	5000	5760	35663	2	8	0.11117703840136528
case-5000-batch-10000	q.hasa	5000	5760	35663	2	9	0.11071347817778587
case-5000-batch-10000	q.hasa	5000	5760	35663	2	10	0.11043438035994768
case-5000-batch-10000	q.isa	5000	5760	35663	500	1	0.0006242099441587925
case-5000-batch-10000	q.isa	5000	5760	35663	500	2	0.0006198390126228333
case-5000-batch-10000	q.isa	5000	5760	35663	500	3	0.0006194797828793525
case-5000-batch-10000	q.isa	5000	5760	35663	500	4	0.0006207147538661957
case-5000-batch-10000	q.isa	5000	5760	35663	500	5	0.000622935988008976
case-5000-batch-10000	q.isa	5000	5760	35663	500	6	0.0006195706613361836
case-5000-batch-10000	q.isa	5000	5760	35663	500	7	0.0006243499666452408
case-5000-batch-10000	q.isa	5000	5760	35663	500	8	0.0006206758692860603
case-5000-batch-10000	q.isa	5000	5760	35663	500	9	0.0006201559193432331
case-5000-batch-10000	q.isa	5000	5760	35663	500	10	0.0006202921122312546
case-5000-batch-10000	q AND r	5000	5760	35663	10000	1	2.592426333576441e-05
case-5000-batch-10000	q AND r	5000	5760	35663	10000	2	2.5839961133897305e-05
case-5000-batch-10000	q AND r	5000	5760	35663	10000	3	2.5874629616737364e-05
case-5000-batch-10000	q AND r	5000	5760	35663	10000	4	2.5824379734694957e-05
case-5000-batch-10000	q AND r	5000	5760	35663	10000	5	2.578981313854456e-05
case-5000-batch-10000	q AND r	5000	5760	35663	10000	6	2.585904374718666e-05
case-5000-batch-10000	q AND r	5000	5760	35663	10000	7	2.5866215676069258e-05
case-5000-batch-10000	q AND r	5000	5760	35663	10000	8	2.5858683139085768e-05
case-5000-batch-10000	q AND r	5000	5760	35663	10000	9	2.6009907014667987e-05
case-5000-batch-10000	q AND r	5000	5760	35663	10000	10	2.5966140627861022e-05
case-5000-batch-10000	q.toframe	5000	5760	35663	5	1	0.0511496864259243
case-5000-batch-10000	q.toframe	5000	5760	35663	5	2	0.05118319131433964
case-5000-batch-10000	q.toframe	5000	5760	35663	5	3	0.05115333162248135
case-5000-batch-10000	q.toframe	5000	5760	35663	5	4	0.05125372558832168
case-5000-batch-10000	q.toframe	5000	5760	35663	5	5	0.051179909706115724
case-5000-batch-10000	q.toframe	5000	5760	35663	5	6	0.051205847412347794
case-5000-batch-10000	q.toframe	5000	5760	35663	5	7	0.05121669247746467
case-5000-batch-10000	q.toframe	5000	5760	35663	5	8	0.05112469084560871
case-5000-batch-10000	q.toframe	5000	5760	35663	5	9	0.05107520595192909
case-5000-batch-10000	q.toframe	5000	5760	35663	5	10	0.05119297057390213
case-5000-batch-10000	q.summary	5000	5760	35663	1000	1	0.00033536744862794874
case-5000-batch-10000	q.summary	5000	5760	35663	1000	2	0.00033277346193790434
case-5000-batch-10000	q.summary	5000	5760	35663	1000	3	0.00033230493776500227
case-5000-batch-10000	q.summary	5000	5760	35663	1000	4	0.0003375285193324089
case-5000-batch-10000	q.summary	5000	5760	35663	1000	5	0.0003330830354243517
case-5000-batch-10000	q.summary	5000	5760	35663	1000	6	0.0003334525190293789
case-5000-batch-10000	q.summary	5000	5760	35663	1000	7	0.0003392015751451254
case-5000-batch-10000	q.summary	5000	5760	35663	1000	8	0.0003471981380134821
case-5000-batch-10000	q.summary	5000	5760	35663	1000	9	0.0003435219060629606
case-5000-batch-10000	q.summary	5000	5760	35663	1000	10	0.00034391171857714654
